id,upload_date,cumulative_no,First_ts,First_sr
1322,1/19/2021,85,Ngazun,Mandalay
1323,1/19/2021,83,Mudon,Mon
1324,1/19/2021,83,Kyaunggon,Ayeyarwady
1326,1/19/2021,80,Salingyi,Sagaing
1327,1/19/2021,78,Hlaingbwe,Kayin
1328,1/19/2021,74,Kyaikmaraw,Mon
1330,1/19/2021,70,Gangaw,Magway
1331,1/19/2021,69,Muse,Shan
1332,1/19/2021,68,Thayet,Magway
1333,1/19/2021,68,Kangyidaunt,Ayeyarwady
1334,1/19/2021,64,Thanbyuzayat,Mon
1335,1/19/2021,64,Loikaw,Kayah
1336,1/19/2021,62,Einme,Ayeyarwady
1337,1/19/2021,60,Lemyethna,Ayeyarwady
1338,1/19/2021,55,Ywangan,Shan
1339,1/19/2021,55,Chaungzon,Mon
1340,1/19/2021,54,Mogoke,Mandalay
1341,1/19/2021,53,Seikphyu,Magway
1342,1/19/2021,52,Taze,Sagaing
1345,1/19/2021,50,Lashio,Shan
1346,1/19/2021,49,Tatkon,Nay Pyi Taw
1347,1/19/2021,48,Thabeikkyin,Mandalay
1349,1/19/2021,47,Mahlaing,Mandalay
1350,1/19/2021,46,Mohnyin,Kachin
1351,1/19/2021,45,Launglon,Tanintharyi
1352,1/19/2021,45,Indaw,Sagaing
1353,1/19/2021,44,Mindat,Chin
1354,1/19/2021,44,Chaung-U,Sagaing
1355,1/19/2021,43,Oke Ta Ra Thi Ri,Nay Pyi Taw
1356,1/19/2021,43,Palaw,Tanintharyi
1357,1/19/2021,42,Zalun,Ayeyarwady
1358,1/19/2021,41,Sinbaungwe,Magway
1359,1/19/2021,40,Myanaung,Ayeyarwady
1360,1/19/2021,39,Gwa,Rakhine
1361,1/19/2021,38,Pantanaw,Ayeyarwady
1362,1/19/2021,37,Kyangin,Ayeyarwady
1363,1/19/2021,37,Minhla,Magway
1364,1/19/2021,37,Tabayin,Sagaing
1365,1/19/2021,37,Pale,Sagaing
1366,1/19/2021,37,Yesagyo,Magway
1367,1/19/2021,36,Kawlin,Sagaing
1368,1/19/2021,36,Wetlet,Sagaing
1369,1/19/2021,35,Det Khi Na Thi Ri,Nay Pyi Taw
1370,1/19/2021,35,Nawnghkio,Shan
1371,1/19/2021,34,Homalin,Sagaing
1372,1/19/2021,33,Kyaukme,Shan
1373,1/19/2021,33,Ye-U,Sagaing
1374,1/19/2021,32,Pauk,Magway
1375,1/19/2021,31,Mingin,Sagaing
1376,1/19/2021,31,Lawksawk,Shan
1377,1/19/2021,30,Matupi,Chin
1378,1/19/2021,30,Paletwa,Chin
1379,1/19/2021,29,Myinmu,Sagaing
1380,1/19/2021,28,Yebyu,Tanintharyi
1381,1/19/2021,27,Ramree,Rakhine
1382,1/19/2021,27,Budalin,Sagaing
1383,1/19/2021,27,Katha,Sagaing
1384,1/19/2021,27,Falam,Chin
1385,1/19/2021,25,Kawthoung,Tanintharyi
1386,1/19/2021,25,Khin-U,Sagaing
1387,1/19/2021,25,Kani,Sagaing
1388,1/19/2021,24,Tonzang,Chin
1389,1/19/2021,24,Thabaung,Ayeyarwady
1390,1/19/2021,23,Hakha,Chin
1391,1/19/2021,22,Myaung,Sagaing
1392,1/19/2021,22,Pinlaung,Shan
1393,1/19/2021,22,Kyunhla,Sagaing
1395,1/19/2021,21,Shwegu,Kachin
1396,1/19/2021,20,Loilen,Shan
1397,1/19/2021,20,Bhamo,Kachin
1398,1/19/2021,20,Namhsan,Shan
1399,1/19/2021,20,Singu,Mandalay
1400,1/19/2021,19,Kamma,Magway
1401,1/19/2021,19,Kutkai,Shan
1402,1/19/2021,17,Hsihseng,Shan
1403,1/19/2021,17,Thayetchaung,Tanintharyi
1404,1/19/2021,17,Ngape,Magway
1405,1/19/2021,16,Mongyawng,Shan
1406,1/19/2021,16,Ayadaw,Sagaing
1407,1/19/2021,16,Mogaung,Kachin
1408,1/19/2021,16,Waingmaw,Kachin
1409,1/19/2021,14,Pindaya,Shan
1410,1/19/2021,14,Kyunsu,Tanintharyi
1411,1/19/2021,14,Hsipaw,Shan
1412,1/19/2021,14,Kalewa,Sagaing
1413,1/19/2021,13,Kyainseikgyi,Kayin
1414,1/19/2021,13,Munaung,Rakhine
1415,1/19/2021,13,Ngapudaw,Ayeyarwady
1416,1/19/2021,13,Saw,Magway
1417,1/19/2021,12,Bokpyin,Tanintharyi
1418,1/19/2021,12,Nyaungshwe,Shan
1419,1/19/2021,12,Mongmit,Shan
1420,1/19/2021,11,Thandaunggyi,Kayin
1421,1/19/2021,10,Hopong,Shan
1422,1/19/2021,9,Momauk,Kachin
1423,1/19/2021,9,Wuntho,Sagaing
1424,1/19/2021,9,Sidoktaya,Magway
1425,1/19/2021,9,Tigyaing,Sagaing
1426,1/19/2021,8,Nansang,Shan
1427,1/19/2021,8,Namtu,Shan
1428,1/19/2021,8,Namhkan,Shan
1429,1/19/2021,8,Pekon,Shan
1430,1/19/2021,8,Kanpetlet,Chin
1431,1/19/2021,6,Tilin,Magway
1432,1/19/2021,6,Kengtung,Shan
1433,1/19/2021,6,Mindon,Magway
1434,1/19/2021,6,Mabein,Shan
1435,1/19/2021,5,Monghpyak,Shan
1436,1/19/2021,5,Thantlang,Chin
1437,1/19/2021,5,Paungbyin,Sagaing
1438,1/19/2021,5,Mongton,Shan
1439,1/19/2021,5,Mongping,Shan
1440,1/19/2021,4,Puta-O,Kachin
1441,1/19/2021,4,Tangyan,Shan
1442,1/19/2021,4,Hkamti,Sagaing
1443,1/19/2021,4,Demoso,Kayah
1444,1/19/2021,4,Mongnai,Shan
1445,1/19/2021,4,Nanyun,Sagaing
1446,1/19/2021,3,Hpapun,Kayin
1447,1/19/2021,3,Monghsat,Shan
1448,1/19/2021,3,Monghsu,Shan
1450,1/19/2021,2,Langkho,Shan
1741,1/20/2021,6034,Mingaladon,Yangon
1742,1/20/2021,5840,North Okkalapa,Yangon
1743,1/20/2021,4811,Hlaingtharya,Yangon
1744,1/20/2021,4621,Insein,Yangon
1745,1/20/2021,4549,Thingangyun,Yangon
1746,1/20/2021,3860,Mayangone,Yangon
1747,1/20/2021,3800,Shwepyithar,Yangon
1749,1/20/2021,3195,Dagon Myothit (South),Yangon
1750,1/20/2021,3022,Tamwe,Yangon
1751,1/20/2021,2988,South Okkalapa,Yangon
1752,1/20/2021,2961,Hlaing,Yangon
1753,1/20/2021,2863,Thanlyin,Yangon
1754,1/20/2021,2698,Chanayethazan,Mandalay
1755,1/20/2021,2541,Aungmyaythazan,Mandalay
1756,1/20/2021,2495,Mahaaungmyay,Mandalay
1757,1/20/2021,2492,Kamaryut,Yangon
1758,1/20/2021,2399,Thaketa,Yangon
1759,1/20/2021,2327,Dagon Myothit (North),Yangon
1760,1/20/2021,2153,Hmawbi,Yangon
1761,1/20/2021,2059,Dagon Myothit (East),Yangon
1762,1/20/2021,2042,Kyeemyindaing,Yangon
1763,1/20/2021,2039,Sanchaung,Yangon
1764,1/20/2021,1973,Chanmyathazi,Mandalay
1765,1/20/2021,1862,Mingalartaungnyunt,Yangon
1766,1/20/2021,1607,Amarapura,Mandalay
1767,1/20/2021,1553,Bahan,Yangon
1768,1/20/2021,1551,Sittwe,Rakhine
1769,1/20/2021,1435,Mawlamyine,Mon
1770,1/20/2021,1412,Dala,Yangon
1771,1/20/2021,1304,Yankin,Yangon
1772,1/20/2021,1289,Lanmadaw,Yangon
1773,1/20/2021,1258,Dagon Myothit (Seikkan),Yangon
1774,1/20/2021,1173,Botahtaung,Yangon
1775,1/20/2021,1121,Hlegu,Yangon
1776,1/20/2021,1105,Dawbon,Yangon
1777,1/20/2021,1103,Ahlone,Yangon
1778,1/20/2021,972,Pyigyitagon,Mandalay
1779,1/20/2021,957,Kyauktan,Yangon
1780,1/20/2021,929,Twantay,Yangon
1781,1/20/2021,882,Pabedan,Yangon
1782,1/20/2021,832,Pazundaung,Yangon
1783,1/20/2021,794,Latha,Yangon
1784,1/20/2021,774,Pathein,Ayeyarwady
1785,1/20/2021,737,Hinthada,Ayeyarwady
1786,1/20/2021,705,Dagon,Yangon
1787,1/20/2021,680,Patheingyi,Mandalay
1788,1/20/2021,660,Taikkyi,Yangon
1789,1/20/2021,641,Kyauktada,Yangon
1790,1/20/2021,641,Htantabin,Yangon
1791,1/20/2021,610,Aunglan,Magway
1792,1/20/2021,569,Hpa-An,Kayin
1793,1/20/2021,534,Sagaing,Sagaing
1795,1/20/2021,506,Maubin,Ayeyarwady
1796,1/20/2021,496,Mawlamyinegyun,Ayeyarwady
1798,1/20/2021,488,Zay Yar Thi Ri,Nay Pyi Taw
1799,1/20/2021,481,Myingyan,Mandalay
1800,1/20/2021,479,Thaton,Mon
1802,1/20/2021,453,Hpakant,Kachin
1803,1/20/2021,451,Kale,Sagaing
1805,1/20/2021,447,Kyaukpyu,Rakhine
1806,1/20/2021,441,Seikgyikanaungto,Yangon
1807,1/20/2021,439,Kayan,Yangon
1809,1/20/2021,421,Thongwa,Yangon
1810,1/20/2021,415,Dedaye,Ayeyarwady
1811,1/20/2021,408,Magway,Magway
1812,1/20/2021,398,Maungdaw,Rakhine
1813,1/20/2021,396,Myawaddy,Kayin
1816,1/20/2021,321,Kawhmu,Yangon
1817,1/20/2021,313,Kyaikto,Mon
1818,1/20/2021,313,Myeik,Tanintharyi
1819,1/20/2021,307,Sintgaing,Mandalay
1820,1/20/2021,300,Kungyangon,Yangon
1821,1/20/2021,280,Salin,Magway
1822,1/20/2021,274,Kyonpyaw,Ayeyarwady
1823,1/20/2021,266,Taungtha,Mandalay
1824,1/20/2021,265,Mrauk-U,Rakhine
1825,1/20/2021,265,Bogale,Ayeyarwady
1826,1/20/2021,264,Kyauktaw,Rakhine
1828,1/20/2021,256,Kyaiklat,Ayeyarwady
1829,1/20/2021,254,Taungdwingyi,Magway
1830,1/20/2021,249,Labutta,Ayeyarwady
1831,1/20/2021,244,Nyaungdon,Ayeyarwady
1832,1/20/2021,242,Myothit,Magway
1833,1/20/2021,236,Taunggyi,Shan
1834,1/20/2021,236,Minbu,Magway
1835,1/20/2021,235,Za Bu Thi Ri,Nay Pyi Taw
1838,1/20/2021,232,Meiktila,Mandalay
1839,1/20/2021,227,Pyapon,Ayeyarwady
1841,1/20/2021,222,Shwebo,Sagaing
1842,1/20/2021,219,Kawkareik,Kayin
1843,1/20/2021,215,Myaungmya,Ayeyarwady
1844,1/20/2021,206,Pyinoolwin,Mandalay
1845,1/20/2021,202,Monywa,Sagaing
1846,1/20/2021,201,Natmauk,Magway
1848,1/20/2021,195,Buthidaung,Rakhine
1851,1/20/2021,191,Kyaukse,Mandalay
1852,1/20/2021,180,Toungup,Rakhine
1853,1/20/2021,174,Kyaukpadaung,Mandalay
1854,1/20/2021,171,Ann,Rakhine
1857,1/20/2021,166,Bilin,Mon
1858,1/20/2021,156,Ingapu,Ayeyarwady
1859,1/20/2021,153,Yenangyaung,Magway
1860,1/20/2021,152,Rathedaung,Rakhine
1861,1/20/2021,144,Chauk,Magway
1863,1/20/2021,142,Tedim,Chin
1864,1/20/2021,140,Paung,Mon
1865,1/20/2021,136,Nyaung-U,Mandalay
1866,1/20/2021,135,Pakokku,Magway
1867,1/20/2021,131,Yegyi,Ayeyarwady
1868,1/20/2021,125,Pauktaw,Rakhine
1870,1/20/2021,122,Madaya,Mandalay
1871,1/20/2021,121,Kanbalu,Sagaing
1872,1/20/2021,118,Thandwe,Rakhine
1873,1/20/2021,118,Thazi,Mandalay
1874,1/20/2021,118,Dawei,Tanintharyi
1876,1/20/2021,117,Tada-U,Mandalay
1877,1/20/2021,116,Myitkyina,Kachin
1879,1/20/2021,114,Poke Ba Thi Ri,Nay Pyi Taw
1880,1/20/2021,112,Pyawbwe,Mandalay
1881,1/20/2021,112,Ye,Mon
1883,1/20/2021,109,Tamu,Sagaing
1884,1/20/2021,108,Danubyu,Ayeyarwady
1885,1/20/2021,108,Myittha,Mandalay
1886,1/20/2021,105,Ponnagyun,Rakhine
1887,1/20/2021,104,Tachileik,Shan
1888,1/20/2021,104,Wakema,Ayeyarwady
1889,1/20/2021,103,Lewe,Nay Pyi Taw
1890,1/20/2021,102,Natogyi,Mandalay
1892,1/20/2021,100,Kalaw,Shan
1894,1/20/2021,97,Pyinmana,Nay Pyi Taw
1895,1/20/2021,97,Wundwin,Mandalay
1896,1/20/2021,95,Myebon,Rakhine
1897,1/20/2021,93,Myaing,Magway
1898,1/20/2021,92,Minbya,Rakhine
1899,1/20/2021,90,Yamethin,Mandalay
1900,1/20/2021,87,Yinmarbin,Sagaing
1901,1/20/2021,87,Pwintbyu,Magway
1902,1/20/2021,85,Ngazun,Mandalay
1903,1/20/2021,83,Mudon,Mon
1904,1/20/2021,83,Kyaunggon,Ayeyarwady
1906,1/20/2021,80,Salingyi,Sagaing
1907,1/20/2021,78,Hlaingbwe,Kayin
1908,1/20/2021,74,Kyaikmaraw,Mon
1910,1/20/2021,70,Gangaw,Magway
1911,1/20/2021,69,Muse,Shan
1912,1/20/2021,68,Thayet,Magway
1913,1/20/2021,68,Kangyidaunt,Ayeyarwady
1914,1/20/2021,64,Thanbyuzayat,Mon
1915,1/20/2021,64,Loikaw,Kayah
1916,1/20/2021,62,Einme,Ayeyarwady
1917,1/20/2021,60,Lemyethna,Ayeyarwady
1918,1/20/2021,55,Ywangan,Shan
1919,1/20/2021,55,Chaungzon,Mon
1920,1/20/2021,54,Mogoke,Mandalay
1921,1/20/2021,53,Seikphyu,Magway
1922,1/20/2021,52,Taze,Sagaing
1925,1/20/2021,50,Lashio,Shan
1926,1/20/2021,49,Tatkon,Nay Pyi Taw
1927,1/20/2021,48,Thabeikkyin,Mandalay
1929,1/20/2021,47,Mahlaing,Mandalay
1930,1/20/2021,46,Mohnyin,Kachin
1931,1/20/2021,45,Launglon,Tanintharyi
1932,1/20/2021,45,Indaw,Sagaing
1933,1/20/2021,44,Mindat,Chin
1934,1/20/2021,44,Chaung-U,Sagaing
1935,1/20/2021,43,Oke Ta Ra Thi Ri,Nay Pyi Taw
1936,1/20/2021,43,Palaw,Tanintharyi
1937,1/20/2021,42,Zalun,Ayeyarwady
1938,1/20/2021,41,Sinbaungwe,Magway
1939,1/20/2021,40,Myanaung,Ayeyarwady
1940,1/20/2021,39,Gwa,Rakhine
1941,1/20/2021,38,Pantanaw,Ayeyarwady
1942,1/20/2021,37,Kyangin,Ayeyarwady
1943,1/20/2021,37,Minhla,Magway
1944,1/20/2021,37,Tabayin,Sagaing
1945,1/20/2021,37,Pale,Sagaing
1946,1/20/2021,37,Yesagyo,Magway
1947,1/20/2021,36,Kawlin,Sagaing
1948,1/20/2021,36,Wetlet,Sagaing
1949,1/20/2021,35,Det Khi Na Thi Ri,Nay Pyi Taw
1950,1/20/2021,35,Nawnghkio,Shan
1951,1/20/2021,34,Homalin,Sagaing
1952,1/20/2021,33,Kyaukme,Shan
1953,1/20/2021,33,Ye-U,Sagaing
1954,1/20/2021,32,Pauk,Magway
1955,1/20/2021,31,Mingin,Sagaing
1956,1/20/2021,31,Lawksawk,Shan
1957,1/20/2021,30,Matupi,Chin
1958,1/20/2021,30,Paletwa,Chin
1959,1/20/2021,29,Myinmu,Sagaing
1960,1/20/2021,28,Yebyu,Tanintharyi
1961,1/20/2021,27,Ramree,Rakhine
1962,1/20/2021,27,Budalin,Sagaing
1963,1/20/2021,27,Katha,Sagaing
1964,1/20/2021,27,Falam,Chin
1965,1/20/2021,25,Kawthoung,Tanintharyi
1966,1/20/2021,25,Khin-U,Sagaing
1967,1/20/2021,25,Kani,Sagaing
1968,1/20/2021,24,Tonzang,Chin
1969,1/20/2021,24,Thabaung,Ayeyarwady
1970,1/20/2021,23,Hakha,Chin
1971,1/20/2021,22,Myaung,Sagaing
1972,1/20/2021,22,Pinlaung,Shan
1973,1/20/2021,22,Kyunhla,Sagaing
1975,1/20/2021,21,Shwegu,Kachin
1976,1/20/2021,20,Loilen,Shan
1977,1/20/2021,20,Bhamo,Kachin
1978,1/20/2021,20,Namhsan,Shan
1979,1/20/2021,20,Singu,Mandalay
1980,1/20/2021,19,Kamma,Magway
1981,1/20/2021,19,Kutkai,Shan
1982,1/20/2021,17,Hsihseng,Shan
1983,1/20/2021,17,Thayetchaung,Tanintharyi
1984,1/20/2021,17,Ngape,Magway
1985,1/20/2021,16,Mongyawng,Shan
1986,1/20/2021,16,Ayadaw,Sagaing
1987,1/20/2021,16,Mogaung,Kachin
1988,1/20/2021,16,Waingmaw,Kachin
1989,1/20/2021,14,Pindaya,Shan
1990,1/20/2021,14,Kyunsu,Tanintharyi
1991,1/20/2021,14,Hsipaw,Shan
1992,1/20/2021,14,Kalewa,Sagaing
1993,1/20/2021,13,Kyainseikgyi,Kayin
1994,1/20/2021,13,Munaung,Rakhine
1995,1/20/2021,13,Ngapudaw,Ayeyarwady
1996,1/20/2021,13,Saw,Magway
1997,1/20/2021,12,Bokpyin,Tanintharyi
1998,1/20/2021,12,Nyaungshwe,Shan
1999,1/20/2021,12,Mongmit,Shan
2000,1/20/2021,11,Thandaunggyi,Kayin
2001,1/20/2021,10,Hopong,Shan
2002,1/20/2021,9,Momauk,Kachin
2003,1/20/2021,9,Wuntho,Sagaing
2004,1/20/2021,9,Sidoktaya,Magway
2005,1/20/2021,9,Tigyaing,Sagaing
2006,1/20/2021,8,Nansang,Shan
2007,1/20/2021,8,Namtu,Shan
2008,1/20/2021,8,Namhkan,Shan
2009,1/20/2021,8,Pekon,Shan
2010,1/20/2021,8,Kanpetlet,Chin
2011,1/20/2021,6,Tilin,Magway
2012,1/20/2021,6,Kengtung,Shan
2013,1/20/2021,6,Mindon,Magway
2014,1/20/2021,6,Mabein,Shan
2015,1/20/2021,5,Monghpyak,Shan
2016,1/20/2021,5,Thantlang,Chin
2017,1/20/2021,5,Paungbyin,Sagaing
2018,1/20/2021,5,Mongton,Shan
2019,1/20/2021,5,Mongping,Shan
2020,1/20/2021,4,Puta-O,Kachin
2021,1/20/2021,4,Tangyan,Shan
2022,1/20/2021,4,Hkamti,Sagaing
2023,1/20/2021,4,Demoso,Kayah
2024,1/20/2021,4,Mongnai,Shan
2025,1/20/2021,4,Nanyun,Sagaing
2026,1/20/2021,3,Hpapun,Kayin
2027,1/20/2021,3,Monghsat,Shan
2028,1/20/2021,3,Monghsu,Shan
2030,1/20/2021,2,Langkho,Shan
2031,1/21/2021,6050,Mingaladon,Yangon
2032,1/21/2021,5851,North Okkalapa,Yangon
2033,1/21/2021,4821,Hlaingtharya,Yangon
2034,1/21/2021,4625,Insein,Yangon
2035,1/21/2021,4553,Thingangyun,Yangon
2036,1/21/2021,3868,Mayangone,Yangon
2037,1/21/2021,3804,Shwepyithar,Yangon
2039,1/21/2021,3207,Dagon Myothit (South),Yangon
2040,1/21/2021,3025,Tamwe,Yangon
2041,1/21/2021,2996,South Okkalapa,Yangon
2042,1/21/2021,2971,Hlaing,Yangon
2043,1/21/2021,2866,Thanlyin,Yangon
2044,1/21/2021,2711,Chanayethazan,Mandalay
2045,1/21/2021,2572,Aungmyaythazan,Mandalay
2046,1/21/2021,2515,Mahaaungmyay,Mandalay
2047,1/21/2021,2493,Kamaryut,Yangon
2048,1/21/2021,2403,Thaketa,Yangon
2049,1/21/2021,2337,Dagon Myothit (North),Yangon
2050,1/21/2021,2162,Hmawbi,Yangon
2051,1/21/2021,2072,Dagon Myothit (East),Yangon
2052,1/21/2021,2046,Kyeemyindaing,Yangon
2053,1/21/2021,2041,Sanchaung,Yangon
2054,1/21/2021,1998,Chanmyathazi,Mandalay
2055,1/21/2021,1870,Mingalartaungnyunt,Yangon
2056,1/21/2021,1621,Amarapura,Mandalay
2057,1/21/2021,1559,Sittwe,Rakhine
2058,1/21/2021,1553,Bahan,Yangon
2059,1/21/2021,1489,Mawlamyine,Mon
2060,1/21/2021,1414,Dala,Yangon
2061,1/21/2021,1308,Yankin,Yangon
2062,1/21/2021,1302,Lanmadaw,Yangon
2063,1/21/2021,1259,Dagon Myothit (Seikkan),Yangon
2064,1/21/2021,1176,Botahtaung,Yangon
2065,1/21/2021,1125,Hlegu,Yangon
2066,1/21/2021,1114,Ahlone,Yangon
2067,1/21/2021,1108,Dawbon,Yangon
2068,1/21/2021,993,Pyigyitagon,Mandalay
2069,1/21/2021,959,Kyauktan,Yangon
2070,1/21/2021,929,Twantay,Yangon
2071,1/21/2021,883,Pabedan,Yangon
2072,1/21/2021,834,Pazundaung,Yangon
2073,1/21/2021,809,Latha,Yangon
2074,1/21/2021,795,Pathein,Ayeyarwady
2075,1/21/2021,753,Hinthada,Ayeyarwady
2076,1/21/2021,706,Dagon,Yangon
2077,1/21/2021,698,Patheingyi,Mandalay
2078,1/21/2021,662,Taikkyi,Yangon
2079,1/21/2021,645,Kyauktada,Yangon
2080,1/21/2021,641,Htantabin,Yangon
2081,1/21/2021,610,Aunglan,Magway
2082,1/21/2021,569,Hpa-An,Kayin
2083,1/21/2021,543,Sagaing,Sagaing
2085,1/21/2021,506,Zay Yar Thi Ri,Nay Pyi Taw
2086,1/21/2021,506,Maubin,Ayeyarwady
2088,1/21/2021,501,Mawlamyinegyun,Ayeyarwady
2089,1/21/2021,488,Myingyan,Mandalay
2090,1/21/2021,480,Thaton,Mon
2092,1/21/2021,467,Hpakant,Kachin
2093,1/21/2021,466,Kale,Sagaing
2094,1/21/2021,447,Kyaukpyu,Rakhine
2096,1/21/2021,441,Seikgyikanaungto,Yangon
2098,1/21/2021,439,Kayan,Yangon
2099,1/21/2021,433,Dedaye,Ayeyarwady
2100,1/21/2021,424,Magway,Magway
2101,1/21/2021,421,Thongwa,Yangon
2102,1/21/2021,401,Myawaddy,Kayin
2103,1/21/2021,399,Maungdaw,Rakhine
2106,1/21/2021,321,Kawhmu,Yangon
2107,1/21/2021,321,Sintgaing,Mandalay
2108,1/21/2021,319,Myeik,Tanintharyi
2109,1/21/2021,313,Kyaikto,Mon
2110,1/21/2021,301,Kungyangon,Yangon
2111,1/21/2021,284,Taungtha,Mandalay
2112,1/21/2021,280,Salin,Magway
2113,1/21/2021,277,Bogale,Ayeyarwady
2114,1/21/2021,275,Kyonpyaw,Ayeyarwady
2115,1/21/2021,265,Kyauktaw,Rakhine
2116,1/21/2021,265,Mrauk-U,Rakhine
2118,1/21/2021,257,Kyaiklat,Ayeyarwady
2119,1/21/2021,255,Taungdwingyi,Magway
2120,1/21/2021,249,Labutta,Ayeyarwady
2121,1/21/2021,244,Pyapon,Ayeyarwady
2122,1/21/2021,244,Nyaungdon,Ayeyarwady
2123,1/21/2021,242,Myothit,Magway
2124,1/21/2021,239,Za Bu Thi Ri,Nay Pyi Taw
2125,1/21/2021,239,Minbu,Magway
2126,1/21/2021,236,Taunggyi,Shan
2129,1/21/2021,233,Meiktila,Mandalay
2130,1/21/2021,225,Shwebo,Sagaing
2132,1/21/2021,219,Kawkareik,Kayin
2133,1/21/2021,216,Myaungmya,Ayeyarwady
2134,1/21/2021,214,Kyaukse,Mandalay
2135,1/21/2021,212,Monywa,Sagaing
2136,1/21/2021,207,Pyinoolwin,Mandalay
2138,1/21/2021,201,Natmauk,Magway
2141,1/21/2021,195,Buthidaung,Rakhine
2142,1/21/2021,182,Kyaukpadaung,Mandalay
2143,1/21/2021,180,Toungup,Rakhine
2145,1/21/2021,172,Ann,Rakhine
2147,1/21/2021,166,Bilin,Mon
2148,1/21/2021,159,Ingapu,Ayeyarwady
2149,1/21/2021,158,Chauk,Magway
2150,1/21/2021,155,Yenangyaung,Magway
2151,1/21/2021,152,Rathedaung,Rakhine
2152,1/21/2021,144,Tedim,Chin
2153,1/21/2021,143,Paung,Mon
2155,1/21/2021,140,Nyaung-U,Mandalay
2156,1/21/2021,137,Pakokku,Magway
2157,1/21/2021,131,Yegyi,Ayeyarwady
2158,1/21/2021,130,Kanbalu,Sagaing
2159,1/21/2021,129,Myitkyina,Kachin
2161,1/21/2021,126,Pauktaw,Rakhine
2162,1/21/2021,124,Madaya,Mandalay
2164,1/21/2021,119,Thandwe,Rakhine
2165,1/21/2021,119,Thazi,Mandalay
2166,1/21/2021,119,Dawei,Tanintharyi
2168,1/21/2021,118,Tada-U,Mandalay
2169,1/21/2021,115,Pyawbwe,Mandalay
2170,1/21/2021,115,Ye,Mon
2171,1/21/2021,114,Poke Ba Thi Ri,Nay Pyi Taw
2172,1/21/2021,114,Tamu,Sagaing
2174,1/21/2021,112,Myittha,Mandalay
2175,1/21/2021,110,Danubyu,Ayeyarwady
2176,1/21/2021,105,Ponnagyun,Rakhine
2177,1/21/2021,105,Wakema,Ayeyarwady
2178,1/21/2021,104,Tachileik,Shan
2179,1/21/2021,104,Kalaw,Shan
2180,1/21/2021,103,Lewe,Nay Pyi Taw
2181,1/21/2021,103,Natogyi,Mandalay
2183,1/21/2021,99,Myebon,Rakhine
2184,1/21/2021,99,Pyinmana,Nay Pyi Taw
2185,1/21/2021,99,Wundwin,Mandalay
2187,1/21/2021,96,Myaing,Magway
2188,1/21/2021,94,Yamethin,Mandalay
2189,1/21/2021,92,Minbya,Rakhine
2190,1/21/2021,90,Pwintbyu,Magway
2191,1/21/2021,89,Ngazun,Mandalay
2192,1/21/2021,88,Mudon,Mon
2193,1/21/2021,88,Yinmarbin,Sagaing
2194,1/21/2021,84,Salingyi,Sagaing
2195,1/21/2021,83,Kyaunggon,Ayeyarwady
2197,1/21/2021,78,Hlaingbwe,Kayin
2198,1/21/2021,75,Kyaikmaraw,Mon
2199,1/21/2021,75,Gangaw,Magway
2201,1/21/2021,69,Muse,Shan
2202,1/21/2021,68,Thayet,Magway
2203,1/21/2021,68,Kangyidaunt,Ayeyarwady
2204,1/21/2021,65,Thanbyuzayat,Mon
2205,1/21/2021,64,Loikaw,Kayah
2206,1/21/2021,62,Einme,Ayeyarwady
2207,1/21/2021,60,Lemyethna,Ayeyarwady
2208,1/21/2021,60,Chaungzon,Mon
2209,1/21/2021,57,Taze,Sagaing
2210,1/21/2021,56,Seikphyu,Magway
2211,1/21/2021,55,Ywangan,Shan
2212,1/21/2021,55,Mogoke,Mandalay
2214,1/21/2021,52,Lashio,Shan
2215,1/21/2021,51,Tatkon,Nay Pyi Taw
2217,1/21/2021,49,Mahlaing,Mandalay
2218,1/21/2021,48,Mohnyin,Kachin
2219,1/21/2021,48,Thabeikkyin,Mandalay
2221,1/21/2021,45,Launglon,Tanintharyi
2222,1/21/2021,45,Indaw,Sagaing
2223,1/21/2021,44,Mindat,Chin
2224,1/21/2021,44,Oke Ta Ra Thi Ri,Nay Pyi Taw
2225,1/21/2021,44,Chaung-U,Sagaing
2226,1/21/2021,43,Palaw,Tanintharyi
2227,1/21/2021,42,Zalun,Ayeyarwady
2228,1/21/2021,41,Sinbaungwe,Magway
2229,1/21/2021,40,Wetlet,Sagaing
2230,1/21/2021,40,Myanaung,Ayeyarwady
2231,1/21/2021,39,Gwa,Rakhine
2232,1/21/2021,38,Homalin,Sagaing
2233,1/21/2021,38,Pantanaw,Ayeyarwady
2234,1/21/2021,38,Pale,Sagaing
2235,1/21/2021,37,Kyangin,Ayeyarwady
2236,1/21/2021,37,Minhla,Magway
2237,1/21/2021,37,Tabayin,Sagaing
2238,1/21/2021,37,Yesagyo,Magway
2239,1/21/2021,36,Kawlin,Sagaing
2240,1/21/2021,36,Mingin,Sagaing
2241,1/21/2021,35,Kyaukme,Shan
2242,1/21/2021,35,Det Khi Na Thi Ri,Nay Pyi Taw
2243,1/21/2021,35,Nawnghkio,Shan
2244,1/21/2021,34,Ye-U,Sagaing
2245,1/21/2021,32,Pauk,Magway
2246,1/21/2021,31,Kani,Sagaing
2247,1/21/2021,31,Lawksawk,Shan
2248,1/21/2021,30,Matupi,Chin
2249,1/21/2021,30,Paletwa,Chin
2250,1/21/2021,29,Myinmu,Sagaing
