id,upload_date,cumulative_no,First_ts,First_sr
660,1/17/2021,298,Kungyangon,Yangon
661,1/17/2021,280,Salin,Magway
662,1/17/2021,274,Kyonpyaw,Ayeyarwady
663,1/17/2021,265,Mrauk-U,Rakhine
664,1/17/2021,264,Kyauktaw,Rakhine
665,1/17/2021,264,Bogale,Ayeyarwady
666,1/17/2021,261,Taungtha,Mandalay
668,1/17/2021,251,Kyaiklat,Ayeyarwady
669,1/17/2021,251,Taungdwingyi,Magway
670,1/17/2021,249,Labutta,Ayeyarwady
671,1/17/2021,243,Nyaungdon,Ayeyarwady
672,1/17/2021,238,Myothit,Magway
673,1/17/2021,234,Taunggyi,Shan
675,1/17/2021,230,Meiktila,Mandalay
676,1/17/2021,229,Za Bu Thi Ri,Nay Pyi Taw
677,1/17/2021,229,Minbu,Magway
678,1/17/2021,225,Pyapon,Ayeyarwady
681,1/17/2021,221,Shwebo,Sagaing
682,1/17/2021,218,Kawkareik,Kayin
683,1/17/2021,215,Myaungmya,Ayeyarwady
685,1/17/2021,200,Natmauk,Magway
686,1/17/2021,195,Buthidaung,Rakhine
687,1/17/2021,193,Pyinoolwin,Mandalay
689,1/17/2021,192,Monywa,Sagaing
691,1/17/2021,181,Kyaukse,Mandalay
692,1/17/2021,180,Toungup,Rakhine
693,1/17/2021,171,Ann,Rakhine
696,1/17/2021,168,Kyaukpadaung,Mandalay
697,1/17/2021,166,Bilin,Mon
698,1/17/2021,152,Rathedaung,Rakhine
699,1/17/2021,151,Yenangyaung,Magway
700,1/17/2021,140,Chauk,Magway
701,1/17/2021,137,Paung,Mon
702,1/17/2021,135,Nyaung-U,Mandalay
704,1/17/2021,134,Pakokku,Magway
705,1/17/2021,131,Yegyi,Ayeyarwady
706,1/17/2021,130,Tedim,Chin
707,1/17/2021,125,Pauktaw,Rakhine
709,1/17/2021,123,Ingapu,Ayeyarwady
710,1/17/2021,121,Madaya,Mandalay
711,1/17/2021,118,Thandwe,Rakhine
713,1/17/2021,116,Thazi,Mandalay
715,1/17/2021,115,Dawei,Tanintharyi
716,1/17/2021,114,Poke Ba Thi Ri,Nay Pyi Taw
717,1/17/2021,113,Myitkyina,Kachin
719,1/17/2021,111,Pyawbwe,Mandalay
720,1/17/2021,109,Ye,Mon
721,1/17/2021,109,Tada-U,Mandalay
722,1/17/2021,108,Danubyu,Ayeyarwady
723,1/17/2021,106,Tamu,Sagaing
724,1/17/2021,105,Ponnagyun,Rakhine
725,1/17/2021,104,Tachileik,Shan
726,1/17/2021,103,Wakema,Ayeyarwady
727,1/17/2021,102,Lewe,Nay Pyi Taw
728,1/17/2021,102,Myittha,Mandalay
729,1/17/2021,101,Natogyi,Mandalay
731,1/17/2021,100,Kalaw,Shan
732,1/17/2021,97,Pyinmana,Nay Pyi Taw
734,1/17/2021,95,Myebon,Rakhine
735,1/17/2021,93,Myaing,Magway
736,1/17/2021,92,Minbya,Rakhine
737,1/17/2021,90,Yamethin,Mandalay
738,1/17/2021,90,Wundwin,Mandalay
739,1/17/2021,89,Kanbalu,Sagaing
740,1/17/2021,87,Yinmarbin,Sagaing
741,1/17/2021,87,Pwintbyu,Magway
742,1/17/2021,83,Kyaunggon,Ayeyarwady
744,1/17/2021,78,Hlaingbwe,Kayin
745,1/17/2021,76,Mudon,Mon
746,1/17/2021,76,Salingyi,Sagaing
747,1/17/2021,75,Ngazun,Mandalay
748,1/17/2021,72,Kyaikmaraw,Mon
750,1/17/2021,70,Gangaw,Magway
751,1/17/2021,68,Thayet,Magway
752,1/17/2021,67,Kangyidaunt,Ayeyarwady
753,1/17/2021,66,Muse,Shan
754,1/17/2021,64,Thanbyuzayat,Mon
755,1/17/2021,62,Einme,Ayeyarwady
756,1/17/2021,62,Loikaw,Kayah
757,1/17/2021,58,Lemyethna,Ayeyarwady
758,1/17/2021,55,Ywangan,Shan
759,1/17/2021,55,Chaungzon,Mon
760,1/17/2021,52,Seikphyu,Magway
761,1/17/2021,51,Taze,Sagaing
764,1/17/2021,48,Tatkon,Nay Pyi Taw
765,1/17/2021,48,Thabeikkyin,Mandalay
767,1/17/2021,47,Mogoke,Mandalay
768,1/17/2021,45,Launglon,Tanintharyi
769,1/17/2021,45,Mahlaing,Mandalay
770,1/17/2021,44,Mohnyin,Kachin
771,1/17/2021,44,Mindat,Chin
772,1/17/2021,44,Indaw,Sagaing
773,1/17/2021,43,Chaung-U,Sagaing
774,1/17/2021,43,Palaw,Tanintharyi
775,1/17/2021,43,Lashio,Shan
776,1/17/2021,41,Oke Ta Ra Thi Ri,Nay Pyi Taw
777,1/17/2021,41,Zalun,Ayeyarwady
778,1/17/2021,41,Sinbaungwe,Magway
779,1/17/2021,40,Myanaung,Ayeyarwady
780,1/17/2021,38,Gwa,Rakhine
781,1/17/2021,38,Pantanaw,Ayeyarwady
782,1/17/2021,37,Minhla,Magway
783,1/17/2021,36,Kyangin,Ayeyarwady
784,1/17/2021,36,Tabayin,Sagaing
785,1/17/2021,36,Pale,Sagaing
786,1/17/2021,36,Yesagyo,Magway
787,1/17/2021,35,Det Khi Na Thi Ri,Nay Pyi Taw
788,1/17/2021,35,Kawlin,Sagaing
789,1/17/2021,35,Wetlet,Sagaing
790,1/17/2021,35,Nawnghkio,Shan
791,1/17/2021,34,Homalin,Sagaing
792,1/17/2021,33,Ye-U,Sagaing
793,1/17/2021,31,Pauk,Magway
794,1/17/2021,31,Lawksawk,Shan
795,1/17/2021,30,Mingin,Sagaing
796,1/17/2021,30,Matupi,Chin
797,1/17/2021,29,Kyaukme,Shan
798,1/17/2021,29,Paletwa,Chin
799,1/17/2021,27,Yebyu,Tanintharyi
800,1/17/2021,27,Ramree,Rakhine
801,1/17/2021,27,Myinmu,Sagaing
802,1/17/2021,27,Katha,Sagaing
803,1/17/2021,25,Kawthoung,Tanintharyi
804,1/17/2021,25,Budalin,Sagaing
805,1/17/2021,25,Khin-U,Sagaing
806,1/17/2021,24,Tonzang,Chin
807,1/17/2021,24,Kani,Sagaing
808,1/17/2021,23,Hakha,Chin
809,1/17/2021,23,Thabaung,Ayeyarwady
810,1/17/2021,23,Falam,Chin
811,1/17/2021,22,Myaung,Sagaing
812,1/17/2021,22,Pinlaung,Shan
814,1/17/2021,21,Shwegu,Kachin
815,1/17/2021,21,Kyunhla,Sagaing
816,1/17/2021,20,Loilen,Shan
817,1/17/2021,20,Namhsan,Shan
818,1/17/2021,19,Bhamo,Kachin
819,1/17/2021,19,Kamma,Magway
820,1/17/2021,19,Kutkai,Shan
821,1/17/2021,18,Singu,Mandalay
822,1/17/2021,17,Hsihseng,Shan
823,1/17/2021,17,Thayetchaung,Tanintharyi
824,1/17/2021,17,Ngape,Magway
825,1/17/2021,16,Ayadaw,Sagaing
826,1/17/2021,16,Mogaung,Kachin
827,1/17/2021,15,Waingmaw,Kachin
828,1/17/2021,14,Pindaya,Shan
829,1/17/2021,14,Kyunsu,Tanintharyi
830,1/17/2021,14,Kalewa,Sagaing
831,1/17/2021,13,Munaung,Rakhine
832,1/17/2021,13,Ngapudaw,Ayeyarwady
833,1/17/2021,13,Hsipaw,Shan
834,1/17/2021,12,Kyainseikgyi,Kayin
835,1/17/2021,12,Mongyawng,Shan
836,1/17/2021,12,Bokpyin,Tanintharyi
837,1/17/2021,12,Nyaungshwe,Shan
838,1/17/2021,12,Saw,Magway
839,1/17/2021,11,Thandaunggyi,Kayin
840,1/17/2021,11,Mongmit,Shan
841,1/17/2021,10,Hopong,Shan
842,1/17/2021,9,Momauk,Kachin
843,1/17/2021,9,Wuntho,Sagaing
844,1/17/2021,9,Sidoktaya,Magway
845,1/17/2021,9,Tigyaing,Sagaing
846,1/17/2021,8,Nansang,Shan
847,1/17/2021,8,Namhkan,Shan
848,1/17/2021,8,Pekon,Shan
849,1/17/2021,8,Kanpetlet,Chin
850,1/17/2021,7,Namtu,Shan
851,1/17/2021,6,Tilin,Magway
852,1/17/2021,6,Kengtung,Shan
853,1/17/2021,6,Mindon,Magway
854,1/17/2021,6,Mabein,Shan
855,1/17/2021,5,Monghpyak,Shan
856,1/17/2021,5,Thantlang,Chin
857,1/17/2021,5,Paungbyin,Sagaing
858,1/17/2021,5,Mongton,Shan
859,1/17/2021,5,Mongping,Shan
860,1/17/2021,4,Tangyan,Shan
861,1/17/2021,4,Hkamti,Sagaing
862,1/17/2021,4,Demoso,Kayah
863,1/17/2021,4,Mongnai,Shan
864,1/17/2021,4,Nanyun,Sagaing
865,1/17/2021,3,Hpapun,Kayin
866,1/17/2021,3,Monghsat,Shan
867,1/17/2021,3,Monghsu,Shan
869,1/17/2021,2,Puta-O,Kachin
870,1/17/2021,2,Langkho,Shan
871,1/18/2021,6029,Mingaladon,Yangon
872,1/18/2021,5839,North Okkalapa,Yangon
873,1/18/2021,4810,Hlaingtharya,Yangon
874,1/18/2021,4611,Insein,Yangon
875,1/18/2021,4541,Thingangyun,Yangon
876,1/18/2021,3858,Mayangone,Yangon
877,1/18/2021,3799,Shwepyithar,Yangon
879,1/18/2021,3182,Dagon Myothit (South),Yangon
880,1/18/2021,3011,Tamwe,Yangon
881,1/18/2021,2985,South Okkalapa,Yangon
882,1/18/2021,2960,Hlaing,Yangon
883,1/18/2021,2859,Thanlyin,Yangon
884,1/18/2021,2688,Chanayethazan,Mandalay
885,1/18/2021,2519,Aungmyaythazan,Mandalay
886,1/18/2021,2489,Kamaryut,Yangon
887,1/18/2021,2481,Mahaaungmyay,Mandalay
888,1/18/2021,2396,Thaketa,Yangon
889,1/18/2021,2325,Dagon Myothit (North),Yangon
890,1/18/2021,2153,Hmawbi,Yangon
891,1/18/2021,2059,Dagon Myothit (East),Yangon
892,1/18/2021,2042,Kyeemyindaing,Yangon
893,1/18/2021,2033,Sanchaung,Yangon
894,1/18/2021,1963,Chanmyathazi,Mandalay
895,1/18/2021,1859,Mingalartaungnyunt,Yangon
896,1/18/2021,1601,Amarapura,Mandalay
897,1/18/2021,1550,Bahan,Yangon
898,1/18/2021,1550,Sittwe,Rakhine
899,1/18/2021,1413,Mawlamyine,Mon
900,1/18/2021,1412,Dala,Yangon
901,1/18/2021,1303,Yankin,Yangon
902,1/18/2021,1286,Lanmadaw,Yangon
903,1/18/2021,1258,Dagon Myothit (Seikkan),Yangon
904,1/18/2021,1171,Botahtaung,Yangon
905,1/18/2021,1120,Hlegu,Yangon
906,1/18/2021,1105,Dawbon,Yangon
907,1/18/2021,1096,Ahlone,Yangon
908,1/18/2021,965,Pyigyitagon,Mandalay
909,1/18/2021,956,Kyauktan,Yangon
910,1/18/2021,927,Twantay,Yangon
911,1/18/2021,881,Pabedan,Yangon
912,1/18/2021,814,Pazundaung,Yangon
913,1/18/2021,792,Latha,Yangon
914,1/18/2021,768,Pathein,Ayeyarwady
915,1/18/2021,721,Hinthada,Ayeyarwady
916,1/18/2021,704,Dagon,Yangon
917,1/18/2021,667,Patheingyi,Mandalay
918,1/18/2021,659,Taikkyi,Yangon
919,1/18/2021,640,Kyauktada,Yangon
920,1/18/2021,639,Htantabin,Yangon
921,1/18/2021,610,Aunglan,Magway
922,1/18/2021,568,Hpa-An,Kayin
923,1/18/2021,518,Sagaing,Sagaing
925,1/18/2021,506,Maubin,Ayeyarwady
926,1/18/2021,496,Mawlamyinegyun,Ayeyarwady
928,1/18/2021,488,Zay Yar Thi Ri,Nay Pyi Taw
929,1/18/2021,480,Myingyan,Mandalay
930,1/18/2021,478,Thaton,Mon
933,1/18/2021,451,Hpakant,Kachin
934,1/18/2021,447,Kale,Sagaing
935,1/18/2021,446,Kyaukpyu,Rakhine
936,1/18/2021,441,Seikgyikanaungto,Yangon
937,1/18/2021,439,Kayan,Yangon
939,1/18/2021,421,Thongwa,Yangon
940,1/18/2021,415,Dedaye,Ayeyarwady
941,1/18/2021,404,Magway,Magway
942,1/18/2021,398,Maungdaw,Rakhine
943,1/18/2021,396,Myawaddy,Kayin
946,1/18/2021,320,Kawhmu,Yangon
947,1/18/2021,312,Kyaikto,Mon
948,1/18/2021,307,Sintgaing,Mandalay
949,1/18/2021,306,Myeik,Tanintharyi
950,1/18/2021,299,Kungyangon,Yangon
951,1/18/2021,280,Salin,Magway
952,1/18/2021,274,Kyonpyaw,Ayeyarwady
953,1/18/2021,266,Taungtha,Mandalay
954,1/18/2021,265,Mrauk-U,Rakhine
955,1/18/2021,264,Kyauktaw,Rakhine
956,1/18/2021,264,Bogale,Ayeyarwady
958,1/18/2021,256,Kyaiklat,Ayeyarwady
959,1/18/2021,253,Taungdwingyi,Magway
960,1/18/2021,249,Labutta,Ayeyarwady
961,1/18/2021,243,Nyaungdon,Ayeyarwady
962,1/18/2021,241,Myothit,Magway
963,1/18/2021,235,Taunggyi,Shan
965,1/18/2021,232,Za Bu Thi Ri,Nay Pyi Taw
966,1/18/2021,232,Minbu,Magway
967,1/18/2021,231,Meiktila,Mandalay
969,1/18/2021,226,Pyapon,Ayeyarwady
971,1/18/2021,222,Shwebo,Sagaing
972,1/18/2021,219,Kawkareik,Kayin
973,1/18/2021,215,Myaungmya,Ayeyarwady
974,1/18/2021,201,Natmauk,Magway
976,1/18/2021,195,Buthidaung,Rakhine
977,1/18/2021,195,Pyinoolwin,Mandalay
978,1/18/2021,193,Monywa,Sagaing
981,1/18/2021,188,Kyaukse,Mandalay
982,1/18/2021,180,Toungup,Rakhine
983,1/18/2021,171,Ann,Rakhine
986,1/18/2021,169,Kyaukpadaung,Mandalay
987,1/18/2021,166,Bilin,Mon
988,1/18/2021,152,Rathedaung,Rakhine
989,1/18/2021,152,Yenangyaung,Magway
990,1/18/2021,149,Ingapu,Ayeyarwady
992,1/18/2021,141,Chauk,Magway
993,1/18/2021,139,Paung,Mon
994,1/18/2021,135,Tedim,Chin
995,1/18/2021,135,Nyaung-U,Mandalay
996,1/18/2021,135,Pakokku,Magway
997,1/18/2021,131,Yegyi,Ayeyarwady
998,1/18/2021,125,Pauktaw,Rakhine
1000,1/18/2021,122,Madaya,Mandalay
1001,1/18/2021,118,Thandwe,Rakhine
1003,1/18/2021,116,Thazi,Mandalay
1005,1/18/2021,115,Dawei,Tanintharyi
1006,1/18/2021,114,Poke Ba Thi Ri,Nay Pyi Taw
1007,1/18/2021,114,Myitkyina,Kachin
1008,1/18/2021,112,Ye,Mon
1010,1/18/2021,111,Pyawbwe,Mandalay
1011,1/18/2021,111,Tada-U,Mandalay
1012,1/18/2021,108,Danubyu,Ayeyarwady
1013,1/18/2021,108,Tamu,Sagaing
1014,1/18/2021,106,Kanbalu,Sagaing
1015,1/18/2021,105,Ponnagyun,Rakhine
1016,1/18/2021,104,Tachileik,Shan
1017,1/18/2021,104,Myittha,Mandalay
1018,1/18/2021,103,Wakema,Ayeyarwady
1019,1/18/2021,102,Lewe,Nay Pyi Taw
1020,1/18/2021,102,Natogyi,Mandalay
1022,1/18/2021,100,Kalaw,Shan
1023,1/18/2021,97,Pyinmana,Nay Pyi Taw
1025,1/18/2021,95,Myebon,Rakhine
1026,1/18/2021,95,Wundwin,Mandalay
1027,1/18/2021,93,Myaing,Magway
1028,1/18/2021,92,Minbya,Rakhine
1029,1/18/2021,90,Yamethin,Mandalay
1030,1/18/2021,87,Yinmarbin,Sagaing
1031,1/18/2021,87,Pwintbyu,Magway
1032,1/18/2021,83,Kyaunggon,Ayeyarwady
1034,1/18/2021,79,Mudon,Mon
1035,1/18/2021,78,Hlaingbwe,Kayin
1036,1/18/2021,76,Salingyi,Sagaing
1037,1/18/2021,75,Ngazun,Mandalay
1038,1/18/2021,72,Kyaikmaraw,Mon
1040,1/18/2021,70,Gangaw,Magway
1041,1/18/2021,68,Thayet,Magway
1042,1/18/2021,68,Kangyidaunt,Ayeyarwady
1043,1/18/2021,66,Muse,Shan
1044,1/18/2021,64,Thanbyuzayat,Mon
1045,1/18/2021,64,Loikaw,Kayah
1046,1/18/2021,62,Einme,Ayeyarwady
1047,1/18/2021,59,Lemyethna,Ayeyarwady
1048,1/18/2021,55,Ywangan,Shan
1049,1/18/2021,55,Chaungzon,Mon
1050,1/18/2021,54,Mogoke,Mandalay
1051,1/18/2021,53,Seikphyu,Magway
1052,1/18/2021,52,Taze,Sagaing
1055,1/18/2021,49,Tatkon,Nay Pyi Taw
1056,1/18/2021,48,Thabeikkyin,Mandalay
1058,1/18/2021,47,Mahlaing,Mandalay
1059,1/18/2021,47,Lashio,Shan
1060,1/18/2021,46,Mohnyin,Kachin
1061,1/18/2021,45,Launglon,Tanintharyi
1062,1/18/2021,44,Mindat,Chin
1063,1/18/2021,44,Indaw,Sagaing
1064,1/18/2021,44,Chaung-U,Sagaing
1065,1/18/2021,43,Palaw,Tanintharyi
1066,1/18/2021,42,Oke Ta Ra Thi Ri,Nay Pyi Taw
1067,1/18/2021,42,Zalun,Ayeyarwady
1068,1/18/2021,41,Sinbaungwe,Magway
1069,1/18/2021,40,Myanaung,Ayeyarwady
1070,1/18/2021,38,Gwa,Rakhine
1071,1/18/2021,38,Pantanaw,Ayeyarwady
1072,1/18/2021,37,Kyangin,Ayeyarwady
1073,1/18/2021,37,Minhla,Magway
1074,1/18/2021,37,Pale,Sagaing
1075,1/18/2021,36,Kawlin,Sagaing
1076,1/18/2021,36,Tabayin,Sagaing
1077,1/18/2021,36,Yesagyo,Magway
1078,1/18/2021,35,Det Khi Na Thi Ri,Nay Pyi Taw
1079,1/18/2021,35,Wetlet,Sagaing
1080,1/18/2021,35,Nawnghkio,Shan
1081,1/18/2021,34,Homalin,Sagaing
1082,1/18/2021,33,Ye-U,Sagaing
1083,1/18/2021,32,Kyaukme,Shan
1084,1/18/2021,31,Pauk,Magway
1085,1/18/2021,31,Mingin,Sagaing
1086,1/18/2021,31,Lawksawk,Shan
1087,1/18/2021,30,Matupi,Chin
1088,1/18/2021,30,Paletwa,Chin
1089,1/18/2021,28,Myinmu,Sagaing
1090,1/18/2021,27,Yebyu,Tanintharyi
1091,1/18/2021,27,Ramree,Rakhine
1092,1/18/2021,27,Katha,Sagaing
1093,1/18/2021,25,Kawthoung,Tanintharyi
1094,1/18/2021,25,Budalin,Sagaing
1095,1/18/2021,25,Khin-U,Sagaing
1096,1/18/2021,25,Kani,Sagaing
1097,1/18/2021,25,Falam,Chin
1098,1/18/2021,24,Tonzang,Chin
1099,1/18/2021,24,Thabaung,Ayeyarwady
1100,1/18/2021,23,Hakha,Chin
1101,1/18/2021,22,Myaung,Sagaing
1102,1/18/2021,22,Pinlaung,Shan
1103,1/18/2021,22,Kyunhla,Sagaing
1105,1/18/2021,21,Shwegu,Kachin
1106,1/18/2021,20,Loilen,Shan
1107,1/18/2021,20,Bhamo,Kachin
1108,1/18/2021,20,Namhsan,Shan
1109,1/18/2021,19,Singu,Mandalay
1110,1/18/2021,19,Kamma,Magway
1111,1/18/2021,19,Kutkai,Shan
1112,1/18/2021,17,Hsihseng,Shan
1113,1/18/2021,17,Thayetchaung,Tanintharyi
1114,1/18/2021,17,Ngape,Magway
1115,1/18/2021,16,Ayadaw,Sagaing
1116,1/18/2021,16,Mogaung,Kachin
1117,1/18/2021,16,Waingmaw,Kachin
1118,1/18/2021,14,Pindaya,Shan
1119,1/18/2021,14,Kyunsu,Tanintharyi
1120,1/18/2021,14,Hsipaw,Shan
1121,1/18/2021,14,Kalewa,Sagaing
1122,1/18/2021,13,Kyainseikgyi,Kayin
1123,1/18/2021,13,Munaung,Rakhine
1124,1/18/2021,13,Ngapudaw,Ayeyarwady
1125,1/18/2021,13,Saw,Magway
1126,1/18/2021,12,Mongyawng,Shan
1127,1/18/2021,12,Bokpyin,Tanintharyi
1128,1/18/2021,12,Nyaungshwe,Shan
1129,1/18/2021,12,Mongmit,Shan
1130,1/18/2021,11,Thandaunggyi,Kayin
1131,1/18/2021,10,Hopong,Shan
1132,1/18/2021,9,Momauk,Kachin
1133,1/18/2021,9,Wuntho,Sagaing
1134,1/18/2021,9,Sidoktaya,Magway
1135,1/18/2021,9,Tigyaing,Sagaing
1136,1/18/2021,8,Nansang,Shan
1137,1/18/2021,8,Namtu,Shan
1138,1/18/2021,8,Namhkan,Shan
1139,1/18/2021,8,Pekon,Shan
1140,1/18/2021,8,Kanpetlet,Chin
1141,1/18/2021,6,Tilin,Magway
1142,1/18/2021,6,Kengtung,Shan
1143,1/18/2021,6,Mindon,Magway
1144,1/18/2021,6,Mabein,Shan
1145,1/18/2021,5,Monghpyak,Shan
1146,1/18/2021,5,Thantlang,Chin
1147,1/18/2021,5,Paungbyin,Sagaing
1148,1/18/2021,5,Mongton,Shan
1149,1/18/2021,5,Mongping,Shan
1150,1/18/2021,4,Tangyan,Shan
1151,1/18/2021,4,Hkamti,Sagaing
1152,1/18/2021,4,Demoso,Kayah
1153,1/18/2021,4,Mongnai,Shan
1154,1/18/2021,4,Nanyun,Sagaing
1155,1/18/2021,3,Hpapun,Kayin
1156,1/18/2021,3,Monghsat,Shan
1157,1/18/2021,3,Monghsu,Shan
1159,1/18/2021,2,Puta-O,Kachin
1160,1/18/2021,2,Langkho,Shan
1161,1/19/2021,6034,Mingaladon,Yangon
1162,1/19/2021,5840,North Okkalapa,Yangon
1163,1/19/2021,4811,Hlaingtharya,Yangon
1164,1/19/2021,4621,Insein,Yangon
1165,1/19/2021,4549,Thingangyun,Yangon
1166,1/19/2021,3860,Mayangone,Yangon
1167,1/19/2021,3800,Shwepyithar,Yangon
1169,1/19/2021,3195,Dagon Myothit (South),Yangon
1170,1/19/2021,3022,Tamwe,Yangon
1171,1/19/2021,2988,South Okkalapa,Yangon
1172,1/19/2021,2961,Hlaing,Yangon
1173,1/19/2021,2863,Thanlyin,Yangon
1174,1/19/2021,2698,Chanayethazan,Mandalay
1175,1/19/2021,2541,Aungmyaythazan,Mandalay
1176,1/19/2021,2495,Mahaaungmyay,Mandalay
1177,1/19/2021,2492,Kamaryut,Yangon
1178,1/19/2021,2399,Thaketa,Yangon
1179,1/19/2021,2327,Dagon Myothit (North),Yangon
1180,1/19/2021,2153,Hmawbi,Yangon
1181,1/19/2021,2059,Dagon Myothit (East),Yangon
1182,1/19/2021,2042,Kyeemyindaing,Yangon
1183,1/19/2021,2039,Sanchaung,Yangon
1184,1/19/2021,1973,Chanmyathazi,Mandalay
1185,1/19/2021,1862,Mingalartaungnyunt,Yangon
1186,1/19/2021,1607,Amarapura,Mandalay
1187,1/19/2021,1553,Bahan,Yangon
1188,1/19/2021,1551,Sittwe,Rakhine
1189,1/19/2021,1435,Mawlamyine,Mon
1190,1/19/2021,1412,Dala,Yangon
1191,1/19/2021,1304,Yankin,Yangon
1192,1/19/2021,1289,Lanmadaw,Yangon
1193,1/19/2021,1258,Dagon Myothit (Seikkan),Yangon
1194,1/19/2021,1173,Botahtaung,Yangon
1195,1/19/2021,1121,Hlegu,Yangon
1196,1/19/2021,1105,Dawbon,Yangon
1197,1/19/2021,1103,Ahlone,Yangon
1198,1/19/2021,972,Pyigyitagon,Mandalay
1199,1/19/2021,957,Kyauktan,Yangon
1200,1/19/2021,929,Twantay,Yangon
1201,1/19/2021,882,Pabedan,Yangon
1202,1/19/2021,832,Pazundaung,Yangon
1203,1/19/2021,794,Latha,Yangon
1204,1/19/2021,774,Pathein,Ayeyarwady
1205,1/19/2021,737,Hinthada,Ayeyarwady
1206,1/19/2021,705,Dagon,Yangon
1207,1/19/2021,680,Patheingyi,Mandalay
1208,1/19/2021,660,Taikkyi,Yangon
1209,1/19/2021,641,Kyauktada,Yangon
1210,1/19/2021,641,Htantabin,Yangon
1211,1/19/2021,610,Aunglan,Magway
1212,1/19/2021,569,Hpa-An,Kayin
1213,1/19/2021,534,Sagaing,Sagaing
1215,1/19/2021,506,Maubin,Ayeyarwady
1216,1/19/2021,496,Mawlamyinegyun,Ayeyarwady
1218,1/19/2021,488,Zay Yar Thi Ri,Nay Pyi Taw
1219,1/19/2021,481,Myingyan,Mandalay
1220,1/19/2021,479,Thaton,Mon
1222,1/19/2021,453,Hpakant,Kachin
1223,1/19/2021,451,Kale,Sagaing
1225,1/19/2021,447,Kyaukpyu,Rakhine
1226,1/19/2021,441,Seikgyikanaungto,Yangon
1227,1/19/2021,439,Kayan,Yangon
1229,1/19/2021,421,Thongwa,Yangon
1230,1/19/2021,415,Dedaye,Ayeyarwady
1231,1/19/2021,408,Magway,Magway
1232,1/19/2021,398,Maungdaw,Rakhine
1233,1/19/2021,396,Myawaddy,Kayin
1236,1/19/2021,321,Kawhmu,Yangon
1237,1/19/2021,313,Kyaikto,Mon
1238,1/19/2021,313,Myeik,Tanintharyi
1239,1/19/2021,307,Sintgaing,Mandalay
1240,1/19/2021,300,Kungyangon,Yangon
1241,1/19/2021,280,Salin,Magway
1242,1/19/2021,274,Kyonpyaw,Ayeyarwady
1243,1/19/2021,266,Taungtha,Mandalay
1244,1/19/2021,265,Mrauk-U,Rakhine
1245,1/19/2021,265,Bogale,Ayeyarwady
1246,1/19/2021,264,Kyauktaw,Rakhine
1248,1/19/2021,256,Kyaiklat,Ayeyarwady
1249,1/19/2021,254,Taungdwingyi,Magway
1250,1/19/2021,249,Labutta,Ayeyarwady
1251,1/19/2021,244,Nyaungdon,Ayeyarwady
1252,1/19/2021,242,Myothit,Magway
1253,1/19/2021,236,Taunggyi,Shan
1254,1/19/2021,236,Minbu,Magway
1255,1/19/2021,235,Za Bu Thi Ri,Nay Pyi Taw
1258,1/19/2021,232,Meiktila,Mandalay
1259,1/19/2021,227,Pyapon,Ayeyarwady
1261,1/19/2021,222,Shwebo,Sagaing
1262,1/19/2021,219,Kawkareik,Kayin
1263,1/19/2021,215,Myaungmya,Ayeyarwady
1264,1/19/2021,206,Pyinoolwin,Mandalay
1265,1/19/2021,202,Monywa,Sagaing
1266,1/19/2021,201,Natmauk,Magway
1268,1/19/2021,195,Buthidaung,Rakhine
1271,1/19/2021,191,Kyaukse,Mandalay
1272,1/19/2021,180,Toungup,Rakhine
1273,1/19/2021,174,Kyaukpadaung,Mandalay
1274,1/19/2021,171,Ann,Rakhine
1277,1/19/2021,166,Bilin,Mon
1278,1/19/2021,156,Ingapu,Ayeyarwady
1279,1/19/2021,153,Yenangyaung,Magway
1280,1/19/2021,152,Rathedaung,Rakhine
1281,1/19/2021,144,Chauk,Magway
1283,1/19/2021,142,Tedim,Chin
1284,1/19/2021,140,Paung,Mon
1285,1/19/2021,136,Nyaung-U,Mandalay
1286,1/19/2021,135,Pakokku,Magway
1287,1/19/2021,131,Yegyi,Ayeyarwady
1288,1/19/2021,125,Pauktaw,Rakhine
1290,1/19/2021,122,Madaya,Mandalay
1291,1/19/2021,121,Kanbalu,Sagaing
1292,1/19/2021,118,Thandwe,Rakhine
1293,1/19/2021,118,Thazi,Mandalay
1294,1/19/2021,118,Dawei,Tanintharyi
1296,1/19/2021,117,Tada-U,Mandalay
1297,1/19/2021,116,Myitkyina,Kachin
1299,1/19/2021,114,Poke Ba Thi Ri,Nay Pyi Taw
1300,1/19/2021,112,Pyawbwe,Mandalay
1301,1/19/2021,112,Ye,Mon
1303,1/19/2021,109,Tamu,Sagaing
1304,1/19/2021,108,Danubyu,Ayeyarwady
1305,1/19/2021,108,Myittha,Mandalay
1306,1/19/2021,105,Ponnagyun,Rakhine
1307,1/19/2021,104,Tachileik,Shan
1308,1/19/2021,104,Wakema,Ayeyarwady
1309,1/19/2021,103,Lewe,Nay Pyi Taw
1310,1/19/2021,102,Natogyi,Mandalay
1312,1/19/2021,100,Kalaw,Shan
1314,1/19/2021,97,Pyinmana,Nay Pyi Taw
1315,1/19/2021,97,Wundwin,Mandalay
1316,1/19/2021,95,Myebon,Rakhine
1317,1/19/2021,93,Myaing,Magway
1318,1/19/2021,92,Minbya,Rakhine
1319,1/19/2021,90,Yamethin,Mandalay
1320,1/19/2021,87,Yinmarbin,Sagaing
1321,1/19/2021,87,Pwintbyu,Magway
