,id,upload_date,townships,sr,cumulative_no,First_ts,First_sr,Township_Name_Eng,Tsp_Pcode,SR_Pcode,SR_Name_Eng,Township_Name_MMR
2500,3498,1/27/2021,Thaketa Township,Yangon Region,2410,Thaketa,Yangon,Thaketa,MMR013013,MMR013,Yangon,á€žá€¬á€€á€±á€
2501,3499,1/27/2021,Dagon Myothit (North) Township,Yangon Region,2349,Dagon Myothit (North),Yangon,Dagon Myothit (North),MMR013019,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€™á€¼á€±á€¬á€€á€ºá€•á€­á€¯á€„á€ºá€¸)
2502,3500,1/27/2021,Hmawbi Township,Yangon Region,2218,Hmawbi,Yangon,Hmawbi,MMR013003,MMR013,Yangon,á€™á€¾á€±á€¬á€ºá€˜á€®
2503,3501,1/27/2021,Dagon Myothit (East) Township,Yangon Region,2080,Dagon Myothit (East),Yangon,Dagon Myothit (East),MMR013020,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€¡á€›á€¾á€±á€·á€•á€­á€¯á€„á€ºá€¸)
2504,3502,1/27/2021,Kyeemyindaing Township,Yangon Region,2060,Kyeemyindaing,Yangon,Kyeemyindaing,MMR013038,MMR013,Yangon,á€€á€¼á€Šá€ºá€·á€™á€¼á€„á€ºá€á€­á€¯á€„á€º
2505,3503,1/27/2021,Sanchaung Township,Yangon Region,2056,Sanchaung,Yangon,Sanchaung,MMR013039,MMR013,Yangon,á€…á€™á€ºá€¸á€á€»á€±á€¬á€„á€ºá€¸
2506,3504,1/27/2021,Chanmyathazi Township,Mandalay Region,2041,Chanmyathazi,Mandalay,Chanmyathazi,MMR010004,MMR010,Mandalay,á€á€»á€™á€ºá€¸á€™á€¼á€žá€¬á€…á€Šá€º
2507,3505,1/27/2021,Mingalartaungnyunt Township,Yangon Region,1878,Mingalartaungnyunt,Yangon,Mingalartaungnyunt,MMR013022,MMR013,Yangon,á€™á€„á€ºá€¹á€‚á€œá€¬á€á€±á€¬á€„á€ºá€Šá€½á€”á€ºá€·
2508,3506,1/27/2021,Amarapura Township,Mandalay Region,1660,Amarapura,Mandalay,Amarapura,MMR010006,MMR010,Mandalay,á€¡á€™á€›á€•á€°á€›
2509,3507,1/27/2021,Mawlamyine Township,Mon State,1632,Mawlamyine,Mon,Mawlamyine,MMR011001,MMR011,Mon,á€™á€±á€¬á€ºá€œá€™á€¼á€­á€¯á€„á€º
2510,3508,1/27/2021,Bahan Township,Yangon Region,1560,Bahan,Yangon,Bahan,MMR013044,MMR013,Yangon,á€—á€Ÿá€”á€ºá€¸
2511,3509,1/27/2021,Sittwe Township,Rakhine State,1560,Sittwe,Rakhine,Sittwe,MMR012001,MMR012,Rakhine,á€…á€…á€ºá€á€½á€±
2512,3510,1/27/2021,Dala Township,Yangon Region,1416,Dala,Yangon,Dala,MMR013030,MMR013,Yangon,á€’á€œ
2513,3511,1/27/2021,Yankin Township,Yangon Region,1312,Yankin,Yangon,Yankin,MMR013010,MMR013,Yangon,á€›á€”á€ºá€€á€„á€ºá€¸
2514,3512,1/27/2021,Lanmadaw Township,Yangon Region,1308,Lanmadaw,Yangon,Lanmadaw,MMR013035,MMR013,Yangon,á€œá€™á€ºá€¸á€™á€á€±á€¬á€º
2515,3513,1/27/2021,Dagon Myothit (Seikkan),Yangon Region,1263,Dagon Myothit (Seikkan),Yangon,Dagon Myothit (Seikkan),MMR013021,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€†á€­á€•á€ºá€€á€™á€ºá€¸)
2516,3514,1/27/2021,Botahtaung Township,Yangon Region,1177,Botahtaung,Yangon,Botahtaung,MMR013017,MMR013,Yangon,á€—á€­á€¯á€œá€ºá€á€‘á€±á€¬á€„á€º
2517,3515,1/27/2021,Hlegu Township,Yangon Region,1127,Hlegu,Yangon,Hlegu,MMR013004,MMR013,Yangon,á€œá€¾á€Šá€ºá€¸á€€á€°á€¸
2518,3516,1/27/2021,Ahlone Township,Yangon Region,1120,Ahlone,Yangon,Ahlone,MMR013037,MMR013,Yangon,á€¡á€œá€¯á€¶
2519,3517,1/27/2021,Dawbon Township,Yangon Region,1114,Dawbon,Yangon,Dawbon,MMR013014,MMR013,Yangon,á€’á€±á€«á€•á€¯á€¶
2520,3518,1/27/2021,Pyigyitagon Township,Mandalay Region,1046,Pyigyitagon,Mandalay,Pyigyitagon,MMR010005,MMR010,Mandalay,á€•á€¼á€Šá€ºá€€á€¼á€®á€¸á€á€¶á€á€½á€”á€º
2521,3519,1/27/2021,Kyauktan Township,Yangon Region,966,Kyauktan,Yangon,Kyauktan,MMR013024,MMR013,Yangon,á€€á€»á€±á€¬á€€á€ºá€á€”á€ºá€¸
2522,3520,1/27/2021,Twantay Township,Yangon Region,944,Twantay,Yangon,Twantay,MMR013027,MMR013,Yangon,á€á€½á€¶á€á€±á€¸
2523,3521,1/27/2021,Pabedan Township,Yangon Region,886,Pabedan,Yangon,Pabedan,MMR013034,MMR013,Yangon,á€•á€”á€ºá€¸á€˜á€²á€á€”á€ºá€¸
2524,3522,1/27/2021,Hinthada Township,Ayeyarwady Region,841,Hinthada,Ayeyarwady,Hinthada,MMR017008,MMR017,Ayeyarwady,á€Ÿá€„á€ºá€¹á€žá€¬á€
2525,3523,1/27/2021,Pazundaung Township,Yangon Region,837,Pazundaung,Yangon,Pazundaung,MMR013016,MMR013,Yangon,á€•á€¯á€‡á€½á€”á€ºá€á€±á€¬á€„á€º
2526,3524,1/27/2021,Pathein Township,Ayeyarwady Region,818,Pathein,Ayeyarwady,Pathein,MMR017001,MMR017,Ayeyarwady,á€•á€¯á€žá€­á€™á€º
2527,3525,1/27/2021,Latha Township,Yangon Region,816,Latha,Yangon,Latha,MMR013036,MMR013,Yangon,á€œá€žá€¬
2528,3526,1/27/2021,Patheingyi Township,Mandalay Region,745,Patheingyi,Mandalay,Patheingyi,MMR010007,MMR010,Mandalay,á€•á€¯á€žá€­á€™á€ºá€€á€¼á€®á€¸
2529,3527,1/27/2021,Dagon Township,Yangon Region,707,Dagon,Yangon,Dagon,MMR013043,MMR013,Yangon,á€’á€‚á€¯á€¶
2530,3528,1/27/2021,Taikkyi Township,Yangon Region,669,Taikkyi,Yangon,Taikkyi,MMR013005,MMR013,Yangon,á€á€­á€¯á€€á€ºá€€á€¼á€®á€¸
2531,3529,1/27/2021,Kyauktada Township,Yangon Region,647,Kyauktada,Yangon,Kyauktada,MMR013033,MMR013,Yangon,á€€á€»á€±á€¬á€€á€ºá€á€¶á€á€¬á€¸
2532,3530,1/27/2021,Htantabin Township,Yangon Region,644,Htantabin,Yangon,Htantabin,MMR013006,MMR013,Yangon,á€‘á€”á€ºá€¸á€á€•á€„á€º
2533,3531,1/27/2021,Aunglan Township,Magway Region,638,Aunglan,Magway,Aunglan,MMR009016,MMR009,Magway,á€¡á€±á€¬á€„á€ºá€œá€¶
2534,3532,1/27/2021,Hpa-An Township,Kayin State,578,Hpa-An,Kayin,Hpa-An,MMR003001,MMR003,Kayin,á€˜á€¬á€¸á€¡á€¶
2535,3533,1/27/2021,Sagaing Township,Sagaing Region,570,Sagaing,Sagaing,Sagaing,MMR005001,MMR005,Sagaing,á€…á€…á€ºá€€á€­á€¯á€„á€ºá€¸
2536,3534,1/27/2021,Hpakant Township,Kachin State,559,Hpakant,Kachin,Hpakant,MMR001009,MMR001,Kachin,á€–á€¬á€¸á€€á€”á€ºá€·
2537,3535,1/27/2021,Maubin Township,Ayeyarwady Region,542,Maubin,Ayeyarwady,Maubin,MMR017019,MMR017,Ayeyarwady,á€™á€¡á€°á€•á€„á€º
2538,3537,1/27/2021,Myingyan Township,Mandalay Region,522,Myingyan,Mandalay,Myingyan,MMR010017,MMR010,Mandalay,á€™á€¼á€„á€ºá€¸á€á€¼á€¶
2539,3538,1/27/2021,Zay Yar Thi Ri Township,Naypyitaw,521,Zay Yar Thi Ri,Nay Pyi Taw,Zay Yar Thi Ri,MMR018001,MMR018,Nay Pyi Taw,á€‡á€±á€šá€»á€¬á€žá€®á€›á€­
2540,3540,1/27/2021,Mawlamyinegyun Township,Ayeyarwady Region,509,Mawlamyinegyun,Ayeyarwady,Mawlamyinegyun,MMR017018,MMR017,Ayeyarwady,á€™á€±á€¬á€ºá€œá€™á€¼á€­á€¯á€„á€ºá€€á€»á€½á€”á€ºá€¸
2541,3541,1/27/2021,Kale Township,Sagaing Region,487,Kale,Sagaing,Kale,MMR005027,MMR005,Sagaing,á€€á€œá€±á€¸
2542,3542,1/27/2021,Thaton Township,Mon State,486,Thaton,Mon,Thaton,MMR011007,MMR011,Mon,á€žá€‘á€¯á€¶
2543,3543,1/27/2021,Magway Township,Magway Region,473,Magway,Magway,Magway,MMR009001,MMR009,Magway,á€™á€€á€½á€±á€¸
2544,3545,1/27/2021,Kyaukpyu Township,Rakhine State,447,Kyaukpyu,Rakhine,Kyaukpyu,MMR012011,MMR012,Rakhine,á€€á€»á€±á€¬á€€á€ºá€–á€¼á€°
2545,3546,1/27/2021,Seikgyikanaungto Township,Yangon Region,442,Seikgyikanaungto,Yangon,Seikgyikanaungto,MMR013031,MMR013,Yangon,á€†á€­á€•á€ºá€€á€¼á€®á€¸/á€á€”á€±á€¬á€„á€ºá€á€­á€¯
2546,3548,1/27/2021,Kayan Township,Yangon Region,439,Kayan,Yangon,Kayan,MMR013026,MMR013,Yangon,á€á€›á€™á€ºá€¸
2547,3550,1/27/2021,Dedaye Township,Ayeyarwady Region,434,Dedaye,Ayeyarwady,Dedaye,MMR017026,MMR017,Ayeyarwady,á€’á€±á€¸á€’á€›á€²
2548,3551,1/27/2021,Thongwa Township,Yangon Region,427,Thongwa,Yangon,Thongwa,MMR013025,MMR013,Yangon,á€žá€¯á€¶á€¸á€á€½
2549,3552,1/27/2021,Myawaddy Township,Kayin State,402,Myawaddy,Kayin,Myawaddy,MMR003005,MMR003,Kayin,á€™á€¼á€á€á€®
2550,3553,1/27/2021,Maungdaw Township,Rakhine State,400,Maungdaw,Rakhine,Maungdaw,MMR012009,MMR012,Rakhine,á€™á€±á€¬á€„á€ºá€á€±á€¬
2551,3555,1/27/2021,Taungtha Township,Mandalay Region,370,Taungtha,Mandalay,Taungtha,MMR010018,MMR010,Mandalay,á€á€±á€¬á€„á€ºá€žá€¬
2552,3557,1/27/2021,Sintgaing Township,Mandalay Region,335,Sintgaing,Mandalay,Sintgaing,MMR010014,MMR010,Mandalay,á€…á€‰á€ºá€·á€€á€­á€¯á€„á€º
2553,3558,1/27/2021,Myeik Township,Tanintharyi Region,322,Myeik,Tanintharyi,Myeik,MMR006005,MMR006,Tanintharyi,á€™á€¼á€­á€á€º
2554,3559,1/27/2021,Kawhmu Township,Yangon Region,321,Kawhmu,Yangon,Kawhmu,MMR013028,MMR013,Yangon,á€€á€±á€¬á€·á€™á€¾á€°á€¸
2555,3560,1/27/2021,Kyaikto Township,Mon State,317,Kyaikto,Mon,Kyaikto,MMR011009,MMR011,Mon,á€€á€»á€­á€¯á€€á€ºá€‘á€­á€¯
2556,3561,1/27/2021,Kungyangon Township,Yangon Region,305,Kungyangon,Yangon,Kungyangon,MMR013029,MMR013,Yangon,á€€á€½á€™á€ºá€¸á€á€¼á€¶á€€á€¯á€”á€ºá€¸
2557,3562,1/27/2021,Salin Township,Magway Region,295,Salin,Magway,Salin,MMR009010,MMR009,Magway,á€…á€œá€„á€ºá€¸
2558,3563,1/27/2021,Bogale Township,Ayeyarwady Region,294,Bogale,Ayeyarwady,Bogale,MMR017024,MMR017,Ayeyarwady,á€˜á€­á€¯á€€á€œá€±á€¸
2559,3564,1/27/2021,Kyonpyaw Township,Ayeyarwady Region,277,Kyonpyaw,Ayeyarwady,Kyonpyaw,MMR017005,MMR017,Ayeyarwady,á€€á€»á€¯á€¶á€•á€»á€±á€¬á€º
2560,3566,1/27/2021,Kyauktaw Township,Rakhine State,265,Kyauktaw,Rakhine,Kyauktaw,MMR012004,MMR012,Rakhine,á€€á€»á€±á€¬á€€á€ºá€á€±á€¬á€º
2561,3567,1/27/2021,Mrauk-U Township,Rakhine State,265,Mrauk-U,Rakhine,Mrauk-U,MMR012003,MMR012,Rakhine,á€™á€¼á€±á€¬á€€á€ºá€¦á€¸
2562,3568,1/27/2021,Pyapon Township,Ayeyarwady Region,263,Pyapon,Ayeyarwady,Pyapon,MMR017023,MMR017,Ayeyarwady,á€–á€»á€¬á€•á€¯á€¶
2563,3570,1/27/2021,Monywa Township,Sagaing Region,259,Monywa,Sagaing,Monywa,MMR005012,MMR005,Sagaing,á€™á€¯á€¶á€›á€½á€¬
2564,3571,1/27/2021,Taungdwingyi Township,Magway Region,259,Taungdwingyi,Magway,Taungdwingyi,MMR009004,MMR009,Magway,á€á€±á€¬á€„á€ºá€á€½á€„á€ºá€¸á€€á€¼á€®á€¸
2565,3572,1/27/2021,Kyaiklat Township,Ayeyarwady Region,258,Kyaiklat,Ayeyarwady,Kyaiklat,MMR017025,MMR017,Ayeyarwady,á€€á€»á€­á€¯á€€á€ºá€œá€á€º
2566,3573,1/27/2021,Minbu Township,Magway Region,257,Minbu,Magway,Minbu,MMR009007,MMR009,Magway,á€™á€„á€ºá€¸á€˜á€°á€¸
2567,3574,1/27/2021,Meiktila Township,Mandalay Region,253,Meiktila,Mandalay,Meiktila,MMR010028,MMR010,Mandalay,á€™á€­á€á€¹á€‘á€®á€œá€¬
2568,3575,1/27/2021,Myothit Township,Magway Region,252,Myothit,Magway,Myothit,MMR009005,MMR009,Magway,á€™á€¼á€­á€¯á€·á€žá€…á€º
2569,3576,1/27/2021,Labutta Township,Ayeyarwady Region,251,Labutta,Ayeyarwady,Labutta,MMR017016,MMR017,Ayeyarwady,á€œá€•á€½á€á€¹á€á€¬
2570,3577,1/27/2021,Nyaungdon Township,Ayeyarwady Region,246,Nyaungdon,Ayeyarwady,Nyaungdon,MMR017021,MMR017,Ayeyarwady,á€Šá€±á€¬á€„á€ºá€á€¯á€”á€ºá€¸
2571,3578,1/27/2021,Kyaukse Township,Mandalay Region,244,Kyaukse,Mandalay,Kyaukse,MMR010013,MMR010,Mandalay,á€€á€»á€±á€¬á€€á€ºá€†á€Šá€º
2572,3580,1/27/2021,Za Bu Thi Ri Township,Naypyitaw,240,Za Bu Thi Ri,Nay Pyi Taw,Za Bu Thi Ri,MMR018002,MMR018,Nay Pyi Taw,á€‡á€™á€¹á€—á€°á€žá€®á€›á€­
2573,3582,1/27/2021,Shwebo Township,Sagaing Region,230,Shwebo,Sagaing,Shwebo,MMR005004,MMR005,Sagaing,á€›á€½á€¾á€±á€˜á€­á€¯
2574,3584,1/27/2021,Kawkareik Township,Kayin State,219,Kawkareik,Kayin,Kawkareik,MMR003006,MMR003,Kayin,á€€á€±á€¬á€·á€€á€›á€­á€á€º
2575,3585,1/27/2021,Myaungmya Township,Ayeyarwady Region,219,Myaungmya,Ayeyarwady,Myaungmya,MMR017014,MMR017,Ayeyarwady,á€™á€¼á€±á€¬á€„á€ºá€¸á€™á€¼
2576,3586,1/27/2021,Pyinoolwin Township,Mandalay Region,210,Pyinoolwin,Mandalay,Pyinoolwin,MMR010008,MMR010,Mandalay,á€•á€¼á€„á€ºá€¦á€¸á€œá€½á€„á€º
2577,3588,1/27/2021,Natmauk Township,Magway Region,204,Natmauk,Magway,Natmauk,MMR009006,MMR009,Magway,á€”á€á€ºá€™á€±á€¬á€€á€º
2578,3589,1/27/2021,Kyaukpadaung Township,Mandalay Region,204,Kyaukpadaung,Mandalay,Kyaukpadaung,MMR010020,MMR010,Mandalay,á€€á€»á€±á€¬á€€á€ºá€•á€”á€ºá€¸á€á€±á€¬á€„á€ºá€¸
2579,3592,1/27/2021,Buthidaung Township,Rakhine State,195,Buthidaung,Rakhine,Buthidaung,MMR012010,MMR012,Rakhine,á€˜á€°á€¸á€žá€®á€¸á€á€±á€¬á€„á€º
2580,3593,1/27/2021,Ye Township,Mon State,191,Ye,Mon,Ye,MMR011006,MMR011,Mon,á€›á€±á€¸
2581,3594,1/27/2021,Ingapu Township,Ayeyarwady Region,189,Ingapu,Ayeyarwady,Ingapu,MMR017013,MMR017,Ayeyarwady,á€¡á€„á€ºá€¹á€‚á€•á€°
2582,3596,1/27/2021,Toungup Township,Rakhine State,182,Toungup,Rakhine,Toungup,MMR012016,MMR012,Rakhine,á€á€±á€¬á€„á€ºá€€á€¯á€á€º
2583,3597,1/27/2021,Yenangyaung Township,Magway Region,179,Yenangyaung,Magway,Yenangyaung,MMR009002,MMR009,Magway,á€›á€±á€”á€¶á€á€»á€±á€¬á€„á€ºá€¸
2584,3598,1/27/2021,Kanbalu Township,Sagaing Region,178,Kanbalu,Sagaing,Kanbalu,MMR005007,MMR005,Sagaing,á€€á€”á€ºá€·á€˜á€œá€°
2585,3599,1/27/2021,Chauk Township,Magway Region,177,Chauk,Magway,Chauk,MMR009003,MMR009,Magway,á€á€»á€±á€¬á€€á€º
2586,3601,1/27/2021,Ann Township,Rakhine State,172,Ann,Rakhine,Ann,MMR012014,MMR012,Rakhine,á€¡á€™á€ºá€¸
2587,3602,1/27/2021,Bilin Township,Mon State,167,Bilin,Mon,Bilin,MMR011010,MMR011,Mon,á€˜á€®á€¸á€œá€„á€ºá€¸
2588,3603,1/27/2021,Myitkyina Township,Kachin State,155,Myitkyina,Kachin,Myitkyina,MMR001001,MMR001,Kachin,á€™á€¼á€…á€ºá€€á€¼á€®á€¸á€”á€¬á€¸
2589,3604,1/27/2021,Tedim Township,Chin State,153,Tedim,Chin,Tedim,MMR004004,MMR004,Chin,á€á€®á€¸á€á€­á€”á€º
2590,3605,1/27/2021,Rathedaung Township,Rakhine State,152,Rathedaung,Rakhine,Rathedaung,MMR012008,MMR012,Rakhine,á€›á€žá€±á€·á€á€±á€¬á€„á€º
2591,3606,1/27/2021,Pakokku Township,Magway Region,149,Pakokku,Magway,Pakokku,MMR009018,MMR009,Magway,á€•á€á€¯á€€á€¹á€€á€°
2592,3607,1/27/2021,Paung Township,Mon State,148,Paung,Mon,Paung,MMR011008,MMR011,Mon,á€•á€±á€«á€„á€º
2593,3609,1/27/2021,Nyaung-U Township,Mandalay Region,144,Nyaung-U,Mandalay,Nyaung-U,MMR010022,MMR010,Mandalay,á€Šá€±á€¬á€„á€ºá€¦á€¸
2594,3610,1/27/2021,Tada-U Township,Mandalay Region,133,Tada-U,Mandalay,Tada-U,MMR010016,MMR010,Mandalay,á€á€¶á€á€¬á€¸á€¦á€¸
2595,3611,1/27/2021,Yegyi Township,Ayeyarwady Region,131,Yegyi,Ayeyarwady,Yegyi,MMR017006,MMR017,Ayeyarwady,á€›á€±á€€á€¼á€Šá€º
2596,3612,1/27/2021,Madaya Township,Mandalay Region,129,Madaya,Mandalay,Madaya,MMR010009,MMR010,Mandalay,á€™á€á€¹á€á€›á€¬
2597,3614,1/27/2021,Pauktaw Township,Rakhine State,126,Pauktaw,Rakhine,Pauktaw,MMR012007,MMR012,Rakhine,á€•á€±á€«á€€á€ºá€á€±á€¬
2598,3616,1/27/2021,Thazi Township,Mandalay Region,122,Thazi,Mandalay,Thazi,MMR010030,MMR010,Mandalay,á€žá€¬á€…á€Šá€º
2599,3617,1/27/2021,Dawei Township,Tanintharyi Region,122,Dawei,Tanintharyi,Dawei,MMR006001,MMR006,Tanintharyi,á€‘á€¬á€¸á€á€šá€º
2600,3618,1/27/2021,Thandwe Township,Rakhine State,121,Thandwe,Rakhine,Thandwe,MMR012015,MMR012,Rakhine,á€žá€¶á€á€½á€²
2601,3620,1/27/2021,Myittha Township,Mandalay Region,118,Myittha,Mandalay,Myittha,MMR010015,MMR010,Mandalay,á€™á€¼á€…á€ºá€žá€¬á€¸
2602,3621,1/27/2021,Pyawbwe Township,Mandalay Region,116,Pyawbwe,Mandalay,Pyawbwe,MMR010024,MMR010,Mandalay,á€•á€»á€±á€¬á€ºá€˜á€½á€šá€º
2603,3622,1/27/2021,Tamu Township,Sagaing Region,116,Tamu,Sagaing,Tamu,MMR005030,MMR005,Sagaing,á€á€™á€°á€¸
2604,3623,1/27/2021,Poke Ba Thi Ri Township,Naypyitaw,115,Poke Ba Thi Ri,Nay Pyi Taw,Poke Ba Thi Ri,MMR018005,MMR018,Nay Pyi Taw,á€•á€¯á€—á€¹á€—á€žá€®á€›á€­
2605,3624,1/27/2021,Danubyu Township,Ayeyarwady Region,114,Danubyu,Ayeyarwady,Danubyu,MMR017022,MMR017,Ayeyarwady,á€“á€”á€¯á€–á€¼á€°
2606,3626,1/27/2021,Lewe Township,Naypyitaw,108,Lewe,Nay Pyi Taw,Lewe,MMR018007,MMR018,Nay Pyi Taw,á€œá€šá€ºá€á€±á€¸
2607,3627,1/27/2021,Ponnagyun Township,Rakhine State,106,Ponnagyun,Rakhine,Ponnagyun,MMR012002,MMR012,Rakhine,á€•á€¯á€á€¹á€á€¬á€¸á€€á€»á€½á€”á€ºá€¸
2608,3630,1/27/2021,Wakema Township,Ayeyarwady Region,106,Wakema,Ayeyarwady,Wakema,MMR017017,MMR017,Ayeyarwady,á€á€«á€¸á€á€šá€ºá€™
2609,3631,1/27/2021,Natogyi Township,Mandalay Region,106,Natogyi,Mandalay,Natogyi,MMR010019,MMR010,Mandalay,á€”á€½á€¬á€¸á€‘á€­á€¯á€¸á€€á€¼á€®á€¸
2610,3633,1/27/2021,Myaing Township,Magway Region,103,Myaing,Magway,Myaing,MMR009020,MMR009,Magway,á€™á€¼á€­á€¯á€„á€º
2611,3634,1/27/2021,Pyinmana Township,Naypyitaw,102,Pyinmana,Nay Pyi Taw,Pyinmana,MMR018006,MMR018,Nay Pyi Taw,á€•á€»á€‰á€ºá€¸á€™á€”á€¬á€¸
2612,3635,1/27/2021,Ngazun Township,Mandalay Region,101,Ngazun,Mandalay,Ngazun,MMR010021,MMR010,Mandalay,á€„á€«á€”á€ºá€¸á€‡á€½á€”á€º
2613,3636,1/27/2021,Wundwin Township,Mandalay Region,101,Wundwin,Mandalay,Wundwin,MMR010031,MMR010,Mandalay,á€á€™á€ºá€¸á€á€½á€„á€ºá€¸
2614,3637,1/27/2021,Salingyi Township,Sagaing Region,101,Salingyi,Sagaing,Salingyi,MMR005018,MMR005,Sagaing,á€†á€¬á€¸á€œá€„á€ºá€¸á€€á€¼á€®á€¸
2615,3639,1/27/2021,Myebon Township,Rakhine State,99,Myebon,Rakhine,Myebon,MMR012006,MMR012,Rakhine,á€™á€¼á€±á€•á€¯á€¶
2616,3640,1/27/2021,Mudon Township,Mon State,96,Mudon,Mon,Mudon,MMR011005,MMR011,Mon,á€™á€¯á€’á€¯á€¶
2617,3641,1/27/2021,Yinmarbin Township,Sagaing Region,96,Yinmarbin,Sagaing,Yinmarbin,MMR005016,MMR005,Sagaing,á€šá€„á€ºá€¸á€™á€¬á€•á€„á€º
2618,3642,1/27/2021,Yamethin Township,Mandalay Region,95,Yamethin,Mandalay,Yamethin,MMR010023,MMR010,Mandalay,á€›á€™á€Šá€ºá€¸á€žá€„á€ºá€¸
2619,3643,1/27/2021,Pwintbyu Township,Magway Region,95,Pwintbyu,Magway,Pwintbyu,MMR009008,MMR009,Magway,á€•á€½á€„á€ºá€·á€–á€¼á€°
2620,3644,1/27/2021,Minbya Township,Rakhine State,92,Minbya,Rakhine,Minbya,MMR012005,MMR012,Rakhine,á€™á€„á€ºá€¸á€•á€¼á€¬á€¸
2621,3646,1/27/2021,Kyaunggon Township,Ayeyarwady Region,84,Kyaunggon,Ayeyarwady,Kyaunggon,MMR017007,MMR017,Ayeyarwady,á€€á€»á€±á€¬á€„á€ºá€¸á€€á€¯á€”á€ºá€¸
2622,3648,1/27/2021,Gangaw Township,Magway Region,82,Gangaw,Magway,Gangaw,MMR009023,MMR009,Magway,á€‚á€”á€ºá€·á€‚á€±á€«
2623,3649,1/27/2021,Mogoke Township,Mandalay Region,81,Mogoke,Mandalay,Mogoke,MMR010011,MMR010,Mandalay,á€™á€­á€¯á€¸á€€á€¯á€á€º
2624,3650,1/27/2021,Hlaingbwe Township,Kayin State,78,Hlaingbwe,Kayin,Hlaingbwe,MMR003002,MMR003,Kayin,á€œá€¾á€­á€¯á€„á€ºá€¸á€˜á€½á€²á€·
2625,3651,1/27/2021,Kyaikmaraw Township,Mon State,77,Kyaikmaraw,Mon,Kyaikmaraw,MMR011002,MMR011,Mon,á€€á€»á€­á€¯á€€á€ºá€™á€›á€±á€¬
2626,3654,1/27/2021,Thayet Township,Magway Region,70,Thayet,Magway,Thayet,MMR009012,MMR009,Magway,á€žá€›á€€á€º
2627,3655,1/27/2021,Myinmu Township,Sagaing Region,68,Myinmu,Sagaing,Myinmu,MMR005002,MMR005,Sagaing,á€™á€¼á€„á€ºá€¸á€™á€°
2628,3656,1/27/2021,Kangyidaunt Township,Ayeyarwady Region,68,Kangyidaunt,Ayeyarwady,Kangyidaunt,MMR017002,MMR017,Ayeyarwady,á€€á€”á€ºá€€á€¼á€®á€¸á€‘á€±á€¬á€„á€ºá€·
2629,3657,1/27/2021,Kawlin Township,Sagaing Region,67,Kawlin,Sagaing,Kawlin,MMR005024,MMR005,Sagaing,á€€á€±á€¬á€œá€„á€ºá€¸
2630,3658,1/27/2021,Thanbyuzayat Township,Mon State,66,Thanbyuzayat,Mon,Thanbyuzayat,MMR011004,MMR011,Mon,á€žá€¶á€–á€¼á€°á€‡á€›á€•á€º
2631,3659,1/27/2021,Einme Township,Ayeyarwady Region,64,Einme,Ayeyarwady,Einme,MMR017015,MMR017,Ayeyarwady,á€¡á€­á€™á€ºá€™á€²
2632,3660,1/27/2021,Loikaw Township,Kayah State,64,Loikaw,Kayah,Loikaw,MMR002001,MMR002,Kayah,á€œá€½á€­á€¯á€„á€ºá€€á€±á€¬á€º
2633,3661,1/27/2021,Chaungzon Township,Mon State,62,Chaungzon,Mon,Chaungzon,MMR011003,MMR011,Mon,á€á€»á€±á€¬á€„á€ºá€¸á€†á€¯á€¶
2634,3662,1/27/2021,Lemyethna Township,Ayeyarwady Region,60,Lemyethna,Ayeyarwady,Lemyethna,MMR017010,MMR017,Ayeyarwady,á€œá€±á€¸á€™á€»á€€á€ºá€”á€¾á€¬
2635,3663,1/27/2021,Seikphyu Township,Magway Region,60,Seikphyu,Magway,Seikphyu,MMR009022,MMR009,Magway,á€†á€­á€•á€ºá€–á€¼á€°
2636,3664,1/27/2021,Taze Township,Sagaing Region,58,Taze,Sagaing,Taze,MMR005011,MMR005,Sagaing,á€á€”á€ºá€·á€†á€Šá€º
2637,3665,1/27/2021,Zalun Township,Ayeyarwady Region,57,Zalun,Ayeyarwady,Zalun,MMR017009,MMR017,Ayeyarwady,á€‡á€œá€½á€”á€º
2638,3668,1/27/2021,Mohnyin Township,Kachin State,55,Mohnyin,Kachin,Mohnyin,MMR001007,MMR001,Kachin,á€™á€­á€¯á€¸á€Šá€¾á€„á€ºá€¸
2639,3669,1/27/2021,Mahlaing Township,Mandalay Region,55,Mahlaing,Mandalay,Mahlaing,MMR010029,MMR010,Mandalay,á€™á€œá€¾á€­á€¯á€„á€º
2640,3670,1/27/2021,Tatkon Township,Naypyitaw,54,Tatkon,Nay Pyi Taw,Tatkon,MMR018003,MMR018,Nay Pyi Taw,á€á€•á€ºá€€á€¯á€”á€ºá€¸
2641,3671,1/27/2021,Thabeikkyin Township,Mandalay Region,53,Thabeikkyin,Mandalay,Thabeikkyin,MMR010012,MMR010,Mandalay,á€žá€•á€­á€á€ºá€€á€»á€„á€ºá€¸
2642,3672,1/27/2021,Chaung-U Township,Sagaing Region,53,Chaung-U,Sagaing,Chaung-U,MMR005015,MMR005,Sagaing,á€á€»á€±á€¬á€„á€ºá€¸á€¦á€¸
